,dataset,features version,pipeline,pca_n_componenets,name,adjusted_r2,r2,mae,mape,time,params
23,ShorterThan1.2Kms,split inputs and args,single step,8,MLPRegressor(random_state=5),0.69228615,0.69249051,95.03771987,44.34981772,0.04803039999387693,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,prev,single step,,KNeighborsRegressor(),0.81051969,0.81371347,2195.326543,22.40369206,0.7491063,"{'n_neighbors': 10, 'weights': 'distance'}"
1,Between2KmsAnd25Kms,prev,single step,,DecisionTreeRegressor(random_state=5),0.74803855,0.75228548,2542.39039,25.99281571,0.002626500005,"{'criterion': 'mse', 'max_depth': 10}"
2,Between2KmsAnd25Kms,prev,single step,,MLPRegressor(random_state=5),0.68926638,0.69450395,2935.498702,32.26565789,0.007024800027,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,prev,single step,1,KNeighborsRegressor(),0.3586807,0.35890223,4487.94773481,58.20716168,0.00877549999859184,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,Between2KmsAnd25Kms,prev,single step,1,DecisionTreeRegressor(random_state=5),0.35874122,0.35896272,4536.50682936,60.24243185,0.00018029999046120793,"{'criterion': 'mse', 'max_depth': 5}"
2,Between2KmsAnd25Kms,prev,single step,1,MLPRegressor(random_state=5),0.33752659,0.33775542,4686.35911301,63.28735854,0.0043227999994996935,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,Between2KmsAnd25Kms,prev,single step,2,KNeighborsRegressor(),0.76699969,0.7671952,2577.918742,26.26628341,0.010185099992668256,"{'n_neighbors': 15, 'weights': 'distance'}"
4,Between2KmsAnd25Kms,prev,single step,2,DecisionTreeRegressor(random_state=5),0.66218366,0.66245158,3008.133287,31.59911497,0.0003183999942848459,"{'criterion': 'mse', 'max_depth': 10}"
5,Between2KmsAnd25Kms,prev,single step,2,MLPRegressor(random_state=5),0.49476701,0.49515059,3873.028961,45.64532,0.003211499992175959,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
6,Between2KmsAnd25Kms,prev,single step,3,KNeighborsRegressor(),0.79625252,0.79651547,2376.599608,24.57703269,0.010782099998323247,"{'n_neighbors': 10, 'weights': 'distance'}"
7,Between2KmsAnd25Kms,prev,single step,3,DecisionTreeRegressor(random_state=5),0.69893041,0.69929421,2806.643378,29.42685758,0.00041480000072624534,"{'criterion': 'mse', 'max_depth': 10}"
8,Between2KmsAnd25Kms,prev,single step,3,MLPRegressor(random_state=5),0.53902127,0.53955079,3667.527644,41.43798977,0.003639700007624924,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,Between2KmsAnd25Kms,prev,single step,4,KNeighborsRegressor(),0.7706802,0.77106613,2495.798564,26.34435726,0.013745300006121397,"{'n_neighbors': 10, 'weights': 'distance'}"
10,Between2KmsAnd25Kms,prev,single step,4,DecisionTreeRegressor(random_state=5),0.70659734,0.70707182,2745.135949,28.41124266,0.00033689998963382095,"{'criterion': 'mse', 'max_depth': 10}"
11,Between2KmsAnd25Kms,prev,single step,4,MLPRegressor(random_state=5),0.61591369,0.61651347,3333.778197,37.47101295,0.0038454000023193657,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,Between2KmsAnd25Kms,prev,single step,5,KNeighborsRegressor(),0.78251,0.78297199,2454.548669,25.45382023,0.015186399992671795,"{'n_neighbors': 10, 'weights': 'distance'}"
13,Between2KmsAnd25Kms,prev,single step,5,DecisionTreeRegressor(random_state=5),0.70105931,0.70166197,2769.449567,28.05105732,0.00039179998566396534,"{'criterion': 'mse', 'max_depth': 10}"
14,Between2KmsAnd25Kms,prev,single step,5,MLPRegressor(random_state=5),0.54030305,0.54118336,3654.145401,41.54895779,0.0037274000060278922,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,Between2KmsAnd25Kms,prev,single step,6,KNeighborsRegressor(),0.78796953,0.7885126,2416.297879,25.09310518,0.01657320000231266,"{'n_neighbors': 10, 'weights': 'distance'}"
16,Between2KmsAnd25Kms,prev,single step,6,DecisionTreeRegressor(random_state=5),0.70623385,0.70694632,2739.169772,26.6723415,0.0003479000006336719,"{'criterion': 'mse', 'max_depth': 10}"
17,Between2KmsAnd25Kms,prev,single step,6,MLPRegressor(random_state=5),0.62885752,0.62973036,3306.461315,36.37311958,0.004064499997184612,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,Between2KmsAnd25Kms,prev,single step,7,KNeighborsRegressor(),0.79160426,0.79222905,2393.805543,24.75560185,0.02160599999479018,"{'n_neighbors': 10, 'weights': 'distance'}"
19,Between2KmsAnd25Kms,prev,single step,7,DecisionTreeRegressor(random_state=5),0.72224501,0.72303751,2664.256631,26.3743698,0.0003701999958138913,"{'criterion': 'mse', 'max_depth': 10}"
20,Between2KmsAnd25Kms,prev,single step,7,MLPRegressor(random_state=5),0.63440956,0.63541444,3255.59523,35.67477468,0.004169200008618645,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,Between2KmsAnd25Kms,prev,single step,8,KNeighborsRegressor(),0.79364034,0.79434876,2388.596655,24.68122261,0.02432050000061281,"{'n_neighbors': 10, 'weights': 'distance'}"
22,Between2KmsAnd25Kms,prev,single step,8,DecisionTreeRegressor(random_state=5),0.75423112,0.75504844,2580.522212,25.0122841,0.00044100001105107367,"{'criterion': 'mse', 'max_depth': 10}"
23,Between2KmsAnd25Kms,prev,single step,8,MLPRegressor(random_state=5),0.65925552,0.66033529,3147.241987,34.79125919,0.0039763999957358465,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,inputs count,single step,,KNeighborsRegressor(),0.85104568,0.85439915,2063.606951,21.05947053,0.7487252,"{'n_neighbors': 10, 'weights': 'distance'}"
1,Between2KmsAnd25Kms,inputs count,single step,,DecisionTreeRegressor(random_state=5),0.78544048,0.78989976,2389.846966,24.43324677,0.002535800013,"{'criterion': 'mse', 'max_depth': 10}"
2,Between2KmsAnd25Kms,inputs count,single step,,MLPRegressor(random_state=5),0.7237297,0.72922915,2759.368779,30.32971841,0.009634899994,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,inputs count,single step,1,KNeighborsRegressor(),0.38206582,0.38227927,4402.90274862,56.74572246,0.009165600000414997,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,Between2KmsAnd25Kms,inputs count,single step,1,DecisionTreeRegressor(random_state=5),0.39321735,0.39342695,4405.80159515,57.0780291,0.00019920000340789557,"{'criterion': 'mse', 'max_depth': 5}"
2,Between2KmsAnd25Kms,inputs count,single step,1,MLPRegressor(random_state=5),0.36466925,0.36488871,4591.89042713,61.07319113,0.004427400010172278,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,Between2KmsAnd25Kms,inputs count,single step,2,KNeighborsRegressor(),0.7999327,0.80014172,2455.718401,25.0255878,0.010520700001507066,"{'n_neighbors': 15, 'weights': 'distance'}"
4,Between2KmsAnd25Kms,inputs count,single step,2,DecisionTreeRegressor(random_state=5),0.72558876,0.72584915,2742.300636,28.0733312,0.00033239999902434647,"{'criterion': 'mse', 'max_depth': 10}"
5,Between2KmsAnd25Kms,inputs count,single step,2,MLPRegressor(random_state=5),0.28715676,0.28772004,4497.356709,56.64521811,0.00308249999943655,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,Between2KmsAnd25Kms,inputs count,single step,3,KNeighborsRegressor(),0.8360625,0.83633861,2269.703312,23.68794184,0.012686300004133955,"{'n_neighbors': 15, 'weights': 'distance'}"
7,Between2KmsAnd25Kms,inputs count,single step,3,DecisionTreeRegressor(random_state=5),0.75645223,0.75681083,2589.616418,26.05600458,0.0003575000009732321,"{'criterion': 'mse', 'max_depth': 10}"
8,Between2KmsAnd25Kms,inputs count,single step,3,MLPRegressor(random_state=5),0.55688394,0.55744935,3513.836057,39.33447411,0.0035097000072710216,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,Between2KmsAnd25Kms,inputs count,single step,4,KNeighborsRegressor(),0.81522201,0.81561894,2350.638519,24.73017056,0.01311060000443831,"{'n_neighbors': 10, 'weights': 'distance'}"
10,Between2KmsAnd25Kms,inputs count,single step,4,DecisionTreeRegressor(random_state=5),0.73971017,0.74021143,2632.070787,27.26738855,0.0003404000017326325,"{'criterion': 'mse', 'max_depth': 10}"
11,Between2KmsAnd25Kms,inputs count,single step,4,MLPRegressor(random_state=5),0.64756931,0.64819788,3136.359202,34.50532045,0.003859900010866113,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,Between2KmsAnd25Kms,inputs count,single step,5,KNeighborsRegressor(),0.81883288,0.8193228,2358.872903,24.57290377,0.01910979999229312,"{'n_neighbors': 15, 'weights': 'distance'}"
13,Between2KmsAnd25Kms,inputs count,single step,5,DecisionTreeRegressor(random_state=5),0.74601471,0.7466304,2588.04521,25.70268352,0.0003986999945482239,"{'criterion': 'mse', 'max_depth': 10}"
14,Between2KmsAnd25Kms,inputs count,single step,5,MLPRegressor(random_state=5),0.56300001,0.56393179,3486.366011,39.68589611,0.003787900001043454,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,Between2KmsAnd25Kms,inputs count,single step,6,KNeighborsRegressor(),0.82207064,0.82265184,2316.742556,24.13303534,0.0182819999899948,"{'n_neighbors': 10, 'weights': 'distance'}"
16,Between2KmsAnd25Kms,inputs count,single step,6,DecisionTreeRegressor(random_state=5),0.73261474,0.73338134,2654.845434,26.6533114,0.0004889000119874254,"{'criterion': 'mse', 'max_depth': 10}"
17,Between2KmsAnd25Kms,inputs count,single step,6,MLPRegressor(random_state=5),0.65953993,0.66045798,3097.009271,33.63847802,0.003784800006542355,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,Between2KmsAnd25Kms,inputs count,single step,7,KNeighborsRegressor(),0.82913188,0.82979287,2282.32823,23.69455047,0.021378099991125055,"{'n_neighbors': 10, 'weights': 'distance'}"
19,Between2KmsAnd25Kms,inputs count,single step,7,DecisionTreeRegressor(random_state=5),0.74926457,0.75011868,2607.458504,26.7117019,0.00048770000285003334,"{'criterion': 'mse', 'max_depth': 10}"
20,Between2KmsAnd25Kms,inputs count,single step,7,MLPRegressor(random_state=5),0.67866099,0.67968581,3051.794882,33.53796453,0.003930999999283813,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,Between2KmsAnd25Kms,inputs count,single step,8,KNeighborsRegressor(),0.83168006,0.83242844,2267.020257,23.45888503,0.021553300000960007,"{'n_neighbors': 10, 'weights': 'distance'}"
22,Between2KmsAnd25Kms,inputs count,single step,8,DecisionTreeRegressor(random_state=5),0.78678805,0.78766048,2449.846103,24.02517309,0.0003693000035127625,"{'criterion': 'mse', 'max_depth': 10}"
23,Between2KmsAnd25Kms,inputs count,single step,8,MLPRegressor(random_state=5),0.68997711,0.69111707,2994.667022,33.07726044,0.003860800003167242,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,split inputs,single step,,KNeighborsRegressor(),0.86806659,0.87148713,2022.334812,20.63828112,0.8051103,"{'n_neighbors': 20, 'weights': 'uniform'}"
1,Between2KmsAnd25Kms,split inputs,single step,,DecisionTreeRegressor(random_state=5),0.80114929,0.80569775,2342.050027,23.94458183,0.0037954,"{'criterion': 'mse', 'max_depth': 10}"
2,Between2KmsAnd25Kms,split inputs,single step,,MLPRegressor(random_state=5),0.7382043,0.74381373,2704.181404,29.72312404,0.02612620001,"{'activation': 'logistic', 'hidden_layer_sizes': (100,)}"
0,Between2KmsAnd25Kms,split inputs,single step,1,KNeighborsRegressor(),0.53219456,0.53235615,3634.1321547,42.03384189,0.009555299999192357,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,Between2KmsAnd25Kms,split inputs,single step,1,DecisionTreeRegressor(random_state=5),0.49648119,0.49665512,3777.86311643,43.26741366,0.00019379999139346182,"{'criterion': 'mse', 'max_depth': 5}"
2,Between2KmsAnd25Kms,split inputs,single step,1,MLPRegressor(random_state=5),0.18882703,0.18910723,5124.08001663,68.90177897,0.004216800007270649,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,Between2KmsAnd25Kms,split inputs,single step,2,KNeighborsRegressor(),0.76490031,0.76513354,2646.356754,27.93479689,0.014366599993081763,"{'n_neighbors': 25, 'weights': 'distance'}"
4,Between2KmsAnd25Kms,split inputs,single step,2,DecisionTreeRegressor(random_state=5),0.71267452,0.71294383,2746.969779,29.0426578,0.00032029999420046806,"{'criterion': 'mse', 'max_depth': 10}"
5,Between2KmsAnd25Kms,split inputs,single step,2,MLPRegressor(random_state=5),0.59567371,0.59602385,3401.051728,37.96613368,0.003649500009487383,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,Between2KmsAnd25Kms,split inputs,single step,3,KNeighborsRegressor(),0.81898571,0.81927951,2361.879581,23.77535638,0.012130800008890219,"{'n_neighbors': 10, 'weights': 'distance'}"
7,Between2KmsAnd25Kms,split inputs,single step,3,DecisionTreeRegressor(random_state=5),0.75196137,0.75232462,2632.340298,26.23311854,0.00039010000182315707,"{'criterion': 'mse', 'max_depth': 10}"
8,Between2KmsAnd25Kms,split inputs,single step,3,MLPRegressor(random_state=5),0.61903991,0.6195409,3310.334477,36.03339542,0.0035634999949252233,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,Between2KmsAnd25Kms,split inputs,single step,4,KNeighborsRegressor(),0.8634168,0.86374714,2152.215855,21.48798546,0.015890399998170324,"{'n_neighbors': 10, 'weights': 'distance'}"
10,Between2KmsAnd25Kms,split inputs,single step,4,DecisionTreeRegressor(random_state=5),0.79354349,0.79397038,2448.306789,23.92858579,0.0003387999895494431,"{'criterion': 'mse', 'max_depth': 10}"
11,Between2KmsAnd25Kms,split inputs,single step,4,MLPRegressor(random_state=5),0.63950349,0.64014321,3202.831886,34.23282046,0.0037083999923197553,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,Between2KmsAnd25Kms,split inputs,single step,5,KNeighborsRegressor(),0.86511219,0.86552219,2150.086857,21.38023816,0.01772980000532698,"{'n_neighbors': 10, 'weights': 'distance'}"
13,Between2KmsAnd25Kms,split inputs,single step,5,DecisionTreeRegressor(random_state=5),0.79161498,0.79215192,2453.546433,23.66523807,0.00033549999352544546,"{'criterion': 'mse', 'max_depth': 10}"
14,Between2KmsAnd25Kms,split inputs,single step,5,MLPRegressor(random_state=5),0.66130218,0.66206418,3136.354046,33.71434474,0.0039013000059640035,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,Between2KmsAnd25Kms,split inputs,single step,6,KNeighborsRegressor(),0.86197154,0.86247005,2169.09456,21.59415845,0.020800600002985448,"{'n_neighbors': 10, 'weights': 'distance'}"
16,Between2KmsAnd25Kms,split inputs,single step,6,DecisionTreeRegressor(random_state=5),0.79751102,0.79814312,2436.081459,23.46191496,0.00043759999971371144,"{'criterion': 'mse', 'max_depth': 10}"
17,Between2KmsAnd25Kms,split inputs,single step,6,MLPRegressor(random_state=5),0.68710591,0.68796683,3010.605747,32.42087479,0.0038075999909779057,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,Between2KmsAnd25Kms,split inputs,single step,7,KNeighborsRegressor(),0.8558364,0.85643282,2187.542592,21.88289538,0.02189350000116974,"{'n_neighbors': 10, 'weights': 'distance'}"
19,Between2KmsAnd25Kms,split inputs,single step,7,DecisionTreeRegressor(random_state=5),0.79318982,0.79393772,2452.284206,23.61839016,0.0003575000009732321,"{'criterion': 'mse', 'max_depth': 10}"
20,Between2KmsAnd25Kms,split inputs,single step,7,MLPRegressor(random_state=5),0.69168011,0.69267346,2992.310375,33.07623208,0.004026700000395067,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,Between2KmsAnd25Kms,split inputs,single step,8,KNeighborsRegressor(),0.83951395,0.84024068,2254.741403,22.80260353,0.024059299990767613,"{'n_neighbors': 10, 'weights': 'distance'}"
22,Between2KmsAnd25Kms,split inputs,single step,8,DecisionTreeRegressor(random_state=5),0.80520997,0.8060315,2402.51952,23.08665642,0.00041290000081062317,"{'criterion': 'mse', 'max_depth': 10}"
23,Between2KmsAnd25Kms,split inputs,single step,8,MLPRegressor(random_state=5),0.69541587,0.69654081,2928.779343,32.12992925,0.004058399994391948,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,inputs count + split args,single step,,KNeighborsRegressor(),0.91146992,0.91506149,1900.994723,19.39998426,0.7934663,"{'n_neighbors': 10, 'weights': 'distance'}"
1,Between2KmsAnd25Kms,inputs count + split args,single step,,DecisionTreeRegressor(random_state=5),0.84120675,0.84598264,2201.527025,22.50790692,0.003944399999,"{'criterion': 'mse', 'max_depth': 10}"
2,Between2KmsAnd25Kms,inputs count + split args,single step,,MLPRegressor(random_state=5),0.77511451,0.78100442,2541.93052,27.9397366,0.007762199995,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,inputs count + split args,single step,1,KNeighborsRegressor(),0.29169845,0.29194311,4621.92118785,62.98334384,0.009922600002028048,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,Between2KmsAnd25Kms,inputs count + split args,single step,1,DecisionTreeRegressor(random_state=5),0.31071119,0.31094929,4567.67490809,62.56226856,0.0001714999962132424,"{'criterion': 'mse', 'max_depth': 5}"
2,Between2KmsAnd25Kms,inputs count + split args,single step,1,MLPRegressor(random_state=5),0.14488863,0.14518401,5299.29863162,72.99802285,0.00431150000076741,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,Between2KmsAnd25Kms,inputs count + split args,single step,2,KNeighborsRegressor(),0.66290949,0.66321318,3085.26985,32.41013747,0.014954199999920093,"{'n_neighbors': 25, 'weights': 'distance'}"
4,Between2KmsAnd25Kms,inputs count + split args,single step,2,DecisionTreeRegressor(random_state=5),0.56940439,0.56977268,3407.368965,39.22732891,0.00018619999173097312,"{'criterion': 'mse', 'max_depth': 5}"
5,Between2KmsAnd25Kms,inputs count + split args,single step,2,MLPRegressor(random_state=5),0.50983847,0.51024791,3703.784761,43.22248744,0.003316999995149672,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,Between2KmsAnd25Kms,inputs count + split args,single step,3,KNeighborsRegressor(),0.74794529,0.74839268,2749.828676,28.70248474,0.020499699996435083,"{'n_neighbors': 20, 'weights': 'distance'}"
7,Between2KmsAnd25Kms,inputs count + split args,single step,3,DecisionTreeRegressor(random_state=5),0.73698693,0.73744567,2718.326936,28.55236222,0.0003775999939534813,"{'criterion': 'mse', 'max_depth': 10}"
8,Between2KmsAnd25Kms,inputs count + split args,single step,3,MLPRegressor(random_state=5),0.41275637,0.4135511,3952.154726,49.17522796,0.004631200004951097,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,Between2KmsAnd25Kms,inputs count + split args,single step,4,KNeighborsRegressor(),0.7807321,0.78128332,2626.745421,27.69273149,0.03172410000115633,"{'n_neighbors': 20, 'weights': 'distance'}"
10,Between2KmsAnd25Kms,inputs count + split args,single step,4,DecisionTreeRegressor(random_state=5),0.69419292,0.69486371,2927.928031,33.2667783,0.00020930000755470246,"{'criterion': 'mse', 'max_depth': 5}"
11,Between2KmsAnd25Kms,inputs count + split args,single step,4,MLPRegressor(random_state=5),0.67102908,0.67173187,3078.747155,35.98800293,0.003452999997534789,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,Between2KmsAnd25Kms,inputs count + split args,single step,5,KNeighborsRegressor(),0.80293824,0.80358891,2508.338079,26.41881285,0.044865100004244596,"{'n_neighbors': 15, 'weights': 'distance'}"
13,Between2KmsAnd25Kms,inputs count + split args,single step,5,DecisionTreeRegressor(random_state=5),0.72246863,0.72325828,2819.735524,30.70299388,0.00021880000713281333,"{'criterion': 'mse', 'max_depth': 5}"
14,Between2KmsAnd25Kms,inputs count + split args,single step,5,MLPRegressor(random_state=5),0.7202086,0.72100215,2888.474072,31.58663552,0.006645600005867891,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,Between2KmsAnd25Kms,inputs count + split args,single step,6,KNeighborsRegressor(),0.80965407,0.81042095,2497.053827,25.95633383,0.042102799998247065,"{'n_neighbors': 15, 'weights': 'distance'}"
16,Between2KmsAnd25Kms,inputs count + split args,single step,6,DecisionTreeRegressor(random_state=5),0.72870148,0.72963614,2807.941045,30.28222615,0.00022999999055173248,"{'criterion': 'mse', 'max_depth': 5}"
17,Between2KmsAnd25Kms,inputs count + split args,single step,6,MLPRegressor(random_state=5),0.741742,0.74264964,2828.281699,30.30879881,0.0038521999958902597,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,Between2KmsAnd25Kms,inputs count + split args,single step,7,KNeighborsRegressor(),0.80755266,0.80845244,2503.103367,25.95595098,0.043705900010536425,"{'n_neighbors': 15, 'weights': 'distance'}"
19,Between2KmsAnd25Kms,inputs count + split args,single step,7,DecisionTreeRegressor(random_state=5),0.73011229,0.73119932,2864.433241,30.40865435,0.0002170000079786405,"{'criterion': 'mse', 'max_depth': 5}"
20,Between2KmsAnd25Kms,inputs count + split args,single step,7,MLPRegressor(random_state=5),0.73826449,0.7393318,2843.152905,30.80642427,0.003709500000695698,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,Between2KmsAnd25Kms,inputs count + split args,single step,8,KNeighborsRegressor(),0.81086903,0.81188819,2493.932116,25.74815985,0.04507300000113901,"{'n_neighbors': 15, 'weights': 'distance'}"
22,Between2KmsAnd25Kms,inputs count + split args,single step,8,DecisionTreeRegressor(random_state=5),0.72939831,0.73064259,2852.436877,30.58845112,0.00026220000290777534,"{'criterion': 'mse', 'max_depth': 5}"
23,Between2KmsAnd25Kms,inputs count + split args,single step,8,MLPRegressor(random_state=5),0.74184403,0.74305393,2810.227169,30.41532937,0.0036912000068696216,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,split inputs and args,single step,,KNeighborsRegressor(),0.92969932,0.93336272,1862.974829,19.01198457,0.7890891,"{'n_neighbors': 20, 'weights': 'distance'}"
1,Between2KmsAnd25Kms,split inputs and args,single step,,DecisionTreeRegressor(random_state=5),0.85803089,0.86290229,2157.496485,22.05774878,0.0042006,"{'criterion': 'mse', 'max_depth': 10}"
2,Between2KmsAnd25Kms,split inputs and args,single step,,MLPRegressor(random_state=5),0.7906168,0.7966245,2491.091909,27.38094187,0.009022399987,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,Between2KmsAnd25Kms,split inputs and args,single step,1,KNeighborsRegressor(),0.22902749,0.2292938,4901.9675,67.09130286,0.009522599997580983,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,Between2KmsAnd25Kms,split inputs and args,single step,1,DecisionTreeRegressor(random_state=5),0.24473688,0.24499777,4873.73783743,66.76596276,0.00017590000061318278,"{'criterion': 'mse', 'max_depth': 5}"
2,Between2KmsAnd25Kms,split inputs and args,single step,1,MLPRegressor(random_state=5),0.16137369,0.16166337,5196.22390459,71.5378079,0.004219000009470619,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,Between2KmsAnd25Kms,split inputs and args,single step,2,KNeighborsRegressor(),0.70282283,0.70309894,2943.23748,30.03095247,0.01728709999588318,"{'n_neighbors': 25, 'weights': 'distance'}"
4,Between2KmsAnd25Kms,split inputs and args,single step,2,DecisionTreeRegressor(random_state=5),0.68737572,0.6876625,3012.19194,31.09693024,0.00021009999909438193,"{'criterion': 'mse', 'max_depth': 5}"
5,Between2KmsAnd25Kms,split inputs and args,single step,2,MLPRegressor(random_state=5),0.18370642,0.18434117,4726.574455,65.60377071,0.005200300001888536,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,Between2KmsAnd25Kms,split inputs and args,single step,3,KNeighborsRegressor(),0.76723166,0.76765906,2734.273088,28.53953168,0.02139049999823328,"{'n_neighbors': 25, 'weights': 'distance'}"
7,Between2KmsAnd25Kms,split inputs and args,single step,3,DecisionTreeRegressor(random_state=5),0.73703478,0.73749347,2830.612596,29.40107982,0.0002426999999443069,"{'criterion': 'mse', 'max_depth': 5}"
8,Between2KmsAnd25Kms,split inputs and args,single step,3,MLPRegressor(random_state=5),0.66285084,0.66338641,3090.395858,33.35236924,0.0035555000067688525,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,Between2KmsAnd25Kms,split inputs and args,single step,4,KNeighborsRegressor(),0.80011644,0.80064087,2597.61989,26.80871474,0.02627050000592135,"{'n_neighbors': 25, 'weights': 'distance'}"
10,Between2KmsAnd25Kms,split inputs and args,single step,4,DecisionTreeRegressor(random_state=5),0.7442571,0.74485871,2812.003702,28.92235993,0.0001866000093286857,"{'criterion': 'mse', 'max_depth': 5}"
11,Between2KmsAnd25Kms,split inputs and args,single step,4,MLPRegressor(random_state=5),0.72327914,0.72390974,2910.556233,30.8570756,0.0035371000121813267,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,Between2KmsAnd25Kms,split inputs and args,single step,5,KNeighborsRegressor(),0.80971257,0.81035154,2545.676443,26.34077668,0.02959479999844916,"{'n_neighbors': 25, 'weights': 'distance'}"
13,Between2KmsAnd25Kms,split inputs and args,single step,5,DecisionTreeRegressor(random_state=5),0.74147964,0.74223645,2816.404334,29.02701374,0.0004675999953178689,"{'criterion': 'mse', 'max_depth': 5}"
14,Between2KmsAnd25Kms,split inputs and args,single step,5,MLPRegressor(random_state=5),0.71692437,0.71772359,2928.220861,30.82364695,0.003328399994643405,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,Between2KmsAnd25Kms,split inputs and args,single step,6,KNeighborsRegressor(),0.8295719,0.8302975,2446.412431,25.27512601,0.0364421999984188,"{'n_neighbors': 20, 'weights': 'distance'}"
16,Between2KmsAnd25Kms,split inputs and args,single step,6,DecisionTreeRegressor(random_state=5),0.78471954,0.78553811,2557.511413,26.03823685,0.0003532999980961904,"{'criterion': 'mse', 'max_depth': 10}"
17,Between2KmsAnd25Kms,split inputs and args,single step,6,MLPRegressor(random_state=5),0.72746896,0.72840618,2868.793324,29.67839136,0.005235399992670864,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,Between2KmsAnd25Kms,split inputs and args,single step,7,KNeighborsRegressor(),0.83912437,0.83994781,2389.803479,24.51780021,0.033070000004954636,"{'n_neighbors': 15, 'weights': 'distance'}"
19,Between2KmsAnd25Kms,split inputs and args,single step,7,DecisionTreeRegressor(random_state=5),0.75456902,0.75559691,2776.06718,28.25970687,0.0002212999970652163,"{'criterion': 'mse', 'max_depth': 5}"
20,Between2KmsAnd25Kms,split inputs and args,single step,7,MLPRegressor(random_state=5),0.72649379,0.72758957,2889.00451,30.15529167,0.006204299992532469,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,Between2KmsAnd25Kms,split inputs and args,single step,8,KNeighborsRegressor(),0.83518039,0.83613236,2395.825221,24.44017058,0.03808160001062788,"{'n_neighbors': 15, 'weights': 'distance'}"
22,Between2KmsAnd25Kms,split inputs and args,single step,8,DecisionTreeRegressor(random_state=5),0.79467027,0.79573418,2508.956433,24.79436994,0.00040979999175760895,"{'criterion': 'mse', 'max_depth': 10}"
