,dataset,features version,pipeline,pca_n_componenets,name,adjusted_r2,r2,mae,mape,time,params
22,mProject,inputs count,single step,8,DecisionTreeRegressor(random_state=5),0.57274348,0.57448864,3639.11696626,18.73774247,0.00030250000418163836,"{'criterion': 'mse', 'max_depth': 10}"
23,mProject,inputs count,single step,8,MLPRegressor(random_state=5),0.57888389,0.58060872,3869.1398238,19.69340683,0.003606099999160506,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProject,split inputs,single step,1,KNeighborsRegressor(),0.17807193,0.17841199,5331.88195203,27.2014685,0.008519100003468338,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mProject,split inputs,single step,1,DecisionTreeRegressor(random_state=5),0.20773927,0.20806705,5244.56899796,26.93012025,0.00016589999722782522,"{'criterion': 'mse', 'max_depth': 5}"
2,mProject,split inputs,single step,1,MLPRegressor(random_state=5),0.02629933,0.02670218,5852.78120548,30.62819368,0.003103000002738554,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mProject,split inputs,single step,2,KNeighborsRegressor(),0.34410035,0.34472997,4525.07159092,23.52451368,0.012849299993831664,"{'n_neighbors': 25, 'weights': 'distance'}"
4,mProject,split inputs,single step,2,DecisionTreeRegressor(random_state=5),0.27326145,0.27394969,4728.97138694,24.43881983,0.00026960000104736537,"{'criterion': 'mse', 'max_depth': 10}"
5,mProject,split inputs,single step,2,MLPRegressor(random_state=5),0.18431871,0.18508055,5123.86442456,26.41690064,0.0022291999994195066,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
6,mProject,split inputs,single step,3,KNeighborsRegressor(),0.58816401,0.58880551,3692.62188912,19.26103286,0.012355799997749273,"{'n_neighbors': 15, 'weights': 'distance'}"
7,mProject,split inputs,single step,3,DecisionTreeRegressor(random_state=5),0.45827246,0.45907518,4088.24772377,21.04067903,0.0002975999959744513,"{'criterion': 'mse', 'max_depth': 10}"
8,mProject,split inputs,single step,3,MLPRegressor(random_state=5),0.287838,0.28885227,4846.03056092,25.04626782,0.0024620999975013547,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
9,mProject,split inputs,single step,4,KNeighborsRegressor(),0.70419742,0.70486073,3238.71336264,17.03079588,0.011848200003441889,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProject,split inputs,single step,4,DecisionTreeRegressor(random_state=5),0.49983024,0.50083176,3903.35024658,19.96473979,0.00029039999935775995,"{'criterion': 'mse', 'max_depth': 10}"
11,mProject,split inputs,single step,4,MLPRegressor(random_state=5),0.41655199,0.41769133,4493.58948652,23.72487495,0.004428699998243246,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProject,split inputs,single step,5,KNeighborsRegressor(),0.64753247,0.64847882,3404.69724074,17.7642757,0.015995699999621138,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mProject,split inputs,single step,5,DecisionTreeRegressor(random_state=5),0.50927679,0.51050915,3825.53293485,19.68669075,0.0003242999955546111,"{'criterion': 'mse', 'max_depth': 10}"
14,mProject,split inputs,single step,5,MLPRegressor(random_state=5),0.4239143,0.42532325,4330.93142883,22.48405143,0.003259999997681007,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProject,split inputs,single step,6,KNeighborsRegressor(),0.6517403,0.65286548,3389.67792609,17.69109052,0.01916730000084499,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProject,split inputs,single step,6,DecisionTreeRegressor(random_state=5),0.52149388,0.52294238,3769.90081536,19.35527183,0.0002989999993587844,"{'criterion': 'mse', 'max_depth': 10}"
17,mProject,split inputs,single step,6,MLPRegressor(random_state=5),0.42923385,0.43091138,4298.20728206,22.25050572,0.003106700001808349,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProject,split inputs,single step,7,KNeighborsRegressor(),0.68107778,0.68230552,3249.53131155,16.97786024,0.021293099998729303,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProject,split inputs,single step,7,DecisionTreeRegressor(random_state=5),0.55706101,0.55864793,3685.65249438,18.99804612,0.0003101999973296188,"{'criterion': 'mse', 'max_depth': 10}"
20,mProject,split inputs,single step,7,MLPRegressor(random_state=5),0.56137316,0.56294759,3920.115494,20.09373379,0.003462000000581611,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProject,split inputs,single step,8,KNeighborsRegressor(),0.6992893,0.70063216,3163.82446974,16.56825639,0.022359999995387625,"{'n_neighbors': 10, 'weights': 'distance'}"
22,mProject,split inputs,single step,8,DecisionTreeRegressor(random_state=5),0.57534686,0.57709995,3627.74472574,18.67918703,0.00031239999952958897,"{'criterion': 'mse', 'max_depth': 10}"
23,mProject,split inputs,single step,8,MLPRegressor(random_state=5),0.58151518,0.58324785,3857.04876185,19.63186493,0.0035120999964419752,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProject,inputs count + split args,single step,1,KNeighborsRegressor(),0.18233789,0.18267618,5303.11492142,27.08424801,0.008637899998575449,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mProject,inputs count + split args,single step,1,DecisionTreeRegressor(random_state=5),0.20820633,0.20853392,5241.00049787,26.90916126,0.0001632999992580153,"{'criterion': 'mse', 'max_depth': 5}"
2,mProject,inputs count + split args,single step,1,MLPRegressor(random_state=5),0.02629436,0.02669722,5852.79567659,30.62824702,0.0033211999980267137,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mProject,inputs count + split args,single step,2,KNeighborsRegressor(),0.36335875,0.36402622,4398.83362185,22.87390122,0.013395800000580493,"{'n_neighbors': 25, 'weights': 'distance'}"
4,mProject,inputs count + split args,single step,2,DecisionTreeRegressor(random_state=5),0.25362833,0.2543866,4829.34453053,24.80188608,0.0001582000040798448,"{'criterion': 'mse', 'max_depth': 5}"
5,mProject,inputs count + split args,single step,2,MLPRegressor(random_state=5),0.19524572,0.19605231,4979.08144516,25.66903633,0.0023163000005297363,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
6,mProject,inputs count + split args,single step,3,KNeighborsRegressor(),0.62142121,0.62210211,3592.01312529,18.73209846,0.011931300003197975,"{'n_neighbors': 15, 'weights': 'distance'}"
7,mProject,inputs count + split args,single step,3,DecisionTreeRegressor(random_state=5),0.48542398,0.48627368,3967.86716999,20.54008627,0.0002877000006265007,"{'criterion': 'mse', 'max_depth': 10}"
8,mProject,inputs count + split args,single step,3,MLPRegressor(random_state=5),0.30485493,0.30592876,4709.01302852,24.33800808,0.002240399997390341,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
9,mProject,inputs count + split args,single step,4,KNeighborsRegressor(),0.74467277,0.74537667,3154.13580234,16.5571415,0.012948600000527222,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProject,inputs count + split args,single step,4,DecisionTreeRegressor(random_state=5),0.54386217,0.54489839,3758.22205329,19.32047244,0.00029209999775048345,"{'criterion': 'mse', 'max_depth': 10}"
11,mProject,inputs count + split args,single step,4,MLPRegressor(random_state=5),0.34778054,0.34914127,4538.75937456,23.85204872,0.0029499000011128373,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProject,inputs count + split args,single step,5,KNeighborsRegressor(),0.61054247,0.61169981,3640.75414761,18.84644659,0.017147800004750025,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mProject,inputs count + split args,single step,5,DecisionTreeRegressor(random_state=5),0.53577033,0.53708235,3748.25568881,19.18313745,0.0002998000054503791,"{'criterion': 'mse', 'max_depth': 10}"
14,mProject,inputs count + split args,single step,5,MLPRegressor(random_state=5),0.41851857,0.42007315,4285.06092196,22.28735661,0.0036063000006834045,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProject,inputs count + split args,single step,6,KNeighborsRegressor(),0.60942557,0.61081715,3676.89426141,19.00418429,0.02112679999845568,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProject,inputs count + split args,single step,6,DecisionTreeRegressor(random_state=5),0.55128811,0.55282401,3713.23191539,19.0476739,0.00029720000020461157,"{'criterion': 'mse', 'max_depth': 10}"
17,mProject,inputs count + split args,single step,6,MLPRegressor(random_state=5),0.44985715,0.45164484,4184.9951723,21.76301263,0.003187999995134305,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProject,inputs count + split args,single step,7,KNeighborsRegressor(),0.51455471,0.51645298,4018.43751392,20.56638044,0.03785009999410249,"{'n_neighbors': 15, 'weights': 'distance'}"
19,mProject,inputs count + split args,single step,7,DecisionTreeRegressor(random_state=5),0.52213003,0.52400636,3749.95340916,19.21501951,0.000302100001135841,"{'criterion': 'mse', 'max_depth': 10}"
20,mProject,inputs count + split args,single step,7,MLPRegressor(random_state=5),0.46163831,0.46368983,4159.60557366,21.4536903,0.0033121000014944,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProject,inputs count + split args,single step,8,KNeighborsRegressor(),0.56736317,0.56935783,3881.40829323,19.9862811,0.04422770000383025,"{'n_neighbors': 15, 'weights': 'distance'}"
22,mProject,inputs count + split args,single step,8,DecisionTreeRegressor(random_state=5),0.4882305,0.49048708,4164.84644919,21.45856067,0.0002057999954558909,"{'criterion': 'mse', 'max_depth': 5}"
23,mProject,inputs count + split args,single step,8,MLPRegressor(random_state=5),0.59053686,0.59245482,3831.3562972,19.50721972,0.0035018999988096766,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProject,split inputs and args,single step,1,KNeighborsRegressor(),0.18233789,0.18267618,5303.11492142,27.08424801,0.009766800001671072,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mProject,split inputs and args,single step,1,DecisionTreeRegressor(random_state=5),0.20820633,0.20853392,5241.00049787,26.90916126,0.0001655000014579855,"{'criterion': 'mse', 'max_depth': 5}"
2,mProject,split inputs and args,single step,1,MLPRegressor(random_state=5),0.02629436,0.02669722,5852.79567659,30.62824702,0.003190899995388463,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mProject,split inputs and args,single step,2,KNeighborsRegressor(),0.36335875,0.36402622,4398.83362185,22.87390122,0.012863500000094064,"{'n_neighbors': 25, 'weights': 'distance'}"
4,mProject,split inputs and args,single step,2,DecisionTreeRegressor(random_state=5),0.25362833,0.2543866,4829.34453053,24.80188608,0.00022819999867351726,"{'criterion': 'mse', 'max_depth': 5}"
5,mProject,split inputs and args,single step,2,MLPRegressor(random_state=5),0.19524572,0.19605231,4979.08144516,25.66903633,0.00241719999758061,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
6,mProject,split inputs and args,single step,3,KNeighborsRegressor(),0.62142121,0.62210211,3592.01312529,18.73209846,0.011866400003782474,"{'n_neighbors': 15, 'weights': 'distance'}"
7,mProject,split inputs and args,single step,3,DecisionTreeRegressor(random_state=5),0.48542398,0.48627368,3967.86716999,20.54008627,0.0002919999969890341,"{'criterion': 'mse', 'max_depth': 10}"
8,mProject,split inputs and args,single step,3,MLPRegressor(random_state=5),0.30485493,0.30592876,4709.01302852,24.33800808,0.0029373999932431616,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
9,mProject,split inputs and args,single step,4,KNeighborsRegressor(),0.74467277,0.74537667,3154.13580234,16.5571415,0.011700100003508851,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProject,split inputs and args,single step,4,DecisionTreeRegressor(random_state=5),0.54386217,0.54489839,3758.22205329,19.32047244,0.00029009999707341194,"{'criterion': 'mse', 'max_depth': 10}"
11,mProject,split inputs and args,single step,4,MLPRegressor(random_state=5),0.34778054,0.34914127,4538.75937456,23.85204872,0.0030011000053491443,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProject,split inputs and args,single step,5,KNeighborsRegressor(),0.61054247,0.61169981,3640.75414761,18.84644659,0.017045099993993063,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mProject,split inputs and args,single step,5,DecisionTreeRegressor(random_state=5),0.53577033,0.53708235,3748.25568881,19.18313745,0.00030479999986710027,"{'criterion': 'mse', 'max_depth': 10}"
14,mProject,split inputs and args,single step,5,MLPRegressor(random_state=5),0.41851857,0.42007315,4285.06092196,22.28735661,0.003213800002413336,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProject,split inputs and args,single step,6,KNeighborsRegressor(),0.60942557,0.61081715,3676.89426141,19.00418429,0.021836599997186568,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProject,split inputs and args,single step,6,DecisionTreeRegressor(random_state=5),0.55128811,0.55282401,3713.23191539,19.0476739,0.00031200000375974923,"{'criterion': 'mse', 'max_depth': 10}"
17,mProject,split inputs and args,single step,6,MLPRegressor(random_state=5),0.44985715,0.45164484,4184.9951723,21.76301263,0.003176700003677979,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProject,split inputs and args,single step,7,KNeighborsRegressor(),0.51455471,0.51645298,4018.43751392,20.56638044,0.03798079999978654,"{'n_neighbors': 15, 'weights': 'distance'}"
19,mProject,split inputs and args,single step,7,DecisionTreeRegressor(random_state=5),0.52213003,0.52400636,3749.95340916,19.21501951,0.00042720000055851415,"{'criterion': 'mse', 'max_depth': 10}"
20,mProject,split inputs and args,single step,7,MLPRegressor(random_state=5),0.46163831,0.46368983,4159.60557366,21.4536903,0.0032990999970934354,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProject,split inputs and args,single step,8,KNeighborsRegressor(),0.56736317,0.56935783,3881.40829323,19.9862811,0.04442679999920074,"{'n_neighbors': 15, 'weights': 'distance'}"
22,mProject,split inputs and args,single step,8,DecisionTreeRegressor(random_state=5),0.4882305,0.49048708,4164.84644919,21.45856067,0.00021050000214017928,"{'criterion': 'mse', 'max_depth': 5}"
23,mProject,split inputs and args,single step,8,MLPRegressor(random_state=5),0.59053686,0.59245482,3831.3562972,19.50721972,0.0036741000003530644,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,haplotype_caller,prev,single step,1,KNeighborsRegressor(),0.238155,0.23856927,6837.20815217,13.54390341,0.005919499999436084,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,haplotype_caller,prev,single step,1,DecisionTreeRegressor(random_state=5),0.178513,0.17895971,7153.95575112,14.3225128,0.00014209999790182337,"{'criterion': 'mse', 'max_depth': 5}"
2,haplotype_caller,prev,single step,1,MLPRegressor(random_state=5),0.07953464,0.08003516,7864.39366888,15.81998823,0.0022651999970548786,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,haplotype_caller,prev,single step,2,KNeighborsRegressor(),0.34946063,0.35016812,6299.59285284,12.37071609,0.009575700001732912,"{'n_neighbors': 25, 'weights': 'distance'}"
4,haplotype_caller,prev,single step,2,DecisionTreeRegressor(random_state=5),0.22389663,0.22474068,6867.97029787,13.63419447,0.0001388000018778257,"{'criterion': 'mse', 'max_depth': 5}"
5,haplotype_caller,prev,single step,2,MLPRegressor(random_state=5),0.11672221,0.11768282,7612.828895,15.27375679,0.0024407000018982217,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,haplotype_caller,prev,single step,3,KNeighborsRegressor(),0.3899621,0.39095727,6007.77673913,11.84708128,0.008430399997450877,"{'n_neighbors': 15, 'weights': 'uniform'}"
7,haplotype_caller,prev,single step,3,DecisionTreeRegressor(random_state=5),0.33423694,0.33532301,6360.87531483,12.61252536,0.00020680000307038426,"{'criterion': 'mse', 'max_depth': 5}"
8,haplotype_caller,prev,single step,3,MLPRegressor(random_state=5),0.24762556,0.24885292,6775.94691375,13.42708088,0.0021612000055029057,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,haplotype_caller,prev,single step,4,KNeighborsRegressor(),0.40068728,0.40199085,5964.63858696,11.79470667,0.007872300004237331,"{'n_neighbors': 15, 'weights': 'uniform'}"
10,haplotype_caller,prev,single step,4,DecisionTreeRegressor(random_state=5),0.36375775,0.36514164,6177.90545823,12.17329813,0.00015899999561952427,"{'criterion': 'mse', 'max_depth': 5}"
11,haplotype_caller,prev,single step,4,MLPRegressor(random_state=5),0.25775187,0.25936633,6655.78884402,13.11042678,0.0021654000011039898,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,haplotype_caller,prev,single step,5,KNeighborsRegressor(),0.39806334,0.39969992,5960.40730978,11.76199888,0.01068709999526618,"{'n_neighbors': 20, 'weights': 'uniform'}"
13,haplotype_caller,prev,single step,5,DecisionTreeRegressor(random_state=5),0.3747782,0.37647809,6094.96483244,12.03458125,0.00016150000010384247,"{'criterion': 'mse', 'max_depth': 5}"
14,haplotype_caller,prev,single step,5,MLPRegressor(random_state=5),0.27465454,0.27662666,6575.25615798,12.9906899,0.0023244999974849634,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,haplotype_caller,prev,single step,6,KNeighborsRegressor(),0.40112987,0.40308377,5988.36318841,11.83496976,0.00999749999755295,"{'n_neighbors': 15, 'weights': 'uniform'}"
16,haplotype_caller,prev,single step,6,DecisionTreeRegressor(random_state=5),0.38611098,0.38811388,6064.63282432,11.98402494,0.00017210000078193843,"{'criterion': 'mse', 'max_depth': 5}"
17,haplotype_caller,prev,single step,6,MLPRegressor(random_state=5),0.27668279,0.27904271,6560.75151109,12.90899119,0.0022618000002694316,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,haplotype_caller,prev,single step,7,KNeighborsRegressor(),0.39069258,0.39301185,6044.85130435,11.93661269,0.010343499998271,"{'n_neighbors': 15, 'weights': 'uniform'}"
19,haplotype_caller,prev,single step,7,DecisionTreeRegressor(random_state=5),0.38818931,0.39051812,6043.10163987,11.96043646,0.00016739999409765005,"{'criterion': 'mse', 'max_depth': 5}"
20,haplotype_caller,prev,single step,7,MLPRegressor(random_state=5),0.33963744,0.34215106,6293.25079209,12.37499654,0.0034897000005003065,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,haplotype_caller,prev,single step,8,KNeighborsRegressor(),0.42571607,0.42821432,5871.28657609,11.60030415,0.013991400002851151,"{'n_neighbors': 20, 'weights': 'uniform'}"
22,haplotype_caller,prev,single step,8,DecisionTreeRegressor(random_state=5),0.39128658,0.3939346,5954.88551354,11.76515612,0.00030219999462133273,"{'criterion': 'mse', 'max_depth': 5}"
23,haplotype_caller,prev,single step,8,MLPRegressor(random_state=5),0.37142227,0.3741567,6086.46899397,12.04160375,0.0025983000014093705,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,haplotype_caller,inputs count,single step,1,KNeighborsRegressor(),0.21063994,0.21106917,7101.06523913,14.14783709,0.007048800005577505,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,haplotype_caller,inputs count,single step,1,DecisionTreeRegressor(random_state=5),0.17886505,0.17931156,7208.16067392,14.41630143,0.0001348999940091744,"{'criterion': 'mse', 'max_depth': 5}"
2,haplotype_caller,inputs count,single step,1,MLPRegressor(random_state=5),0.07928866,0.07978932,7865.93831577,15.82316669,0.0023670000009587966,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,haplotype_caller,inputs count,single step,2,KNeighborsRegressor(),0.34635182,0.34706269,6306.15054348,12.44849344,0.006981200000154786,"{'n_neighbors': 15, 'weights': 'uniform'}"
4,haplotype_caller,inputs count,single step,2,DecisionTreeRegressor(random_state=5),0.22462904,0.22547229,6901.85961666,13.73075993,0.0001373999984934926,"{'criterion': 'mse', 'max_depth': 5}"
5,haplotype_caller,inputs count,single step,2,MLPRegressor(random_state=5),0.11882947,0.11978778,7601.40668466,15.25425286,0.002321799998753704,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,haplotype_caller,inputs count,single step,3,KNeighborsRegressor(),0.39120191,0.39219505,5993.74264493,11.81851031,0.008093600001302548,"{'n_neighbors': 15, 'weights': 'uniform'}"
7,haplotype_caller,inputs count,single step,3,DecisionTreeRegressor(random_state=5),0.31637928,0.31749449,6436.68456932,12.72465969,0.0001453000004403293,"{'criterion': 'mse', 'max_depth': 5}"
8,haplotype_caller,inputs count,single step,3,MLPRegressor(random_state=5),0.24897338,0.25019855,6769.3324371,13.41278271,0.0021639999977196567,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,haplotype_caller,inputs count,single step,4,KNeighborsRegressor(),0.40148017,0.402782,5974.46253623,11.79716419,0.00885339999513235,"{'n_neighbors': 15, 'weights': 'uniform'}"
10,haplotype_caller,inputs count,single step,4,DecisionTreeRegressor(random_state=5),0.36006093,0.36145286,6194.53372446,12.24344478,0.00020429999858606607,"{'criterion': 'mse', 'max_depth': 5}"
11,haplotype_caller,inputs count,single step,4,MLPRegressor(random_state=5),0.25752854,0.25914348,6656.92769439,13.11285235,0.0021972000031382777,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,haplotype_caller,inputs count,single step,5,KNeighborsRegressor(),0.38980603,0.39146506,5960.49869565,11.73373237,0.012722499996016268,"{'n_neighbors': 20, 'weights': 'uniform'}"
13,haplotype_caller,inputs count,single step,5,DecisionTreeRegressor(random_state=5),0.37072945,0.37244035,6131.42133303,12.10225844,0.00016379999578930438,"{'criterion': 'mse', 'max_depth': 5}"
14,haplotype_caller,inputs count,single step,5,MLPRegressor(random_state=5),0.30057029,0.30247195,6449.81086249,12.7255984,0.0023892000026535243,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,haplotype_caller,inputs count,single step,6,KNeighborsRegressor(),0.38504868,0.38705504,6011.11778261,11.89197586,0.016419899999164045,"{'n_neighbors': 25, 'weights': 'uniform'}"
16,haplotype_caller,inputs count,single step,6,DecisionTreeRegressor(random_state=5),0.37126563,0.37331696,6120.14695439,12.07271143,0.00017110000044340268,"{'criterion': 'mse', 'max_depth': 5}"
17,haplotype_caller,inputs count,single step,6,MLPRegressor(random_state=5),0.27626854,0.27862982,6540.02546916,12.86794458,0.0022830000016256236,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,haplotype_caller,inputs count,single step,7,KNeighborsRegressor(),0.39075597,0.39307501,5991.81986413,11.82598491,0.015805199996975716,"{'n_neighbors': 20, 'weights': 'uniform'}"
19,haplotype_caller,inputs count,single step,7,DecisionTreeRegressor(random_state=5),0.37092243,0.37331696,6120.14695439,12.07271143,0.00016699999832781032,"{'criterion': 'mse', 'max_depth': 5}"
20,haplotype_caller,inputs count,single step,7,MLPRegressor(random_state=5),0.31480046,0.31740862,6381.73867182,12.54825085,0.0025961999999708496,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,haplotype_caller,inputs count,single step,8,KNeighborsRegressor(),0.38274572,0.3854309,6059.3451087,11.98103935,0.014222400001017377,"{'n_neighbors': 15, 'weights': 'uniform'}"
22,haplotype_caller,inputs count,single step,8,DecisionTreeRegressor(random_state=5),0.36417219,0.36693816,6157.28855824,12.1348306,0.00024189999385271221,"{'criterion': 'mse', 'max_depth': 5}"
23,haplotype_caller,inputs count,single step,8,MLPRegressor(random_state=5),0.33136385,0.33427254,6359.67369949,12.60067703,0.002575099999376107,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,haplotype_caller,split inputs,single step,1,KNeighborsRegressor(),0.21063994,0.21106917,7101.06523913,14.14783709,0.009741000001667999,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,haplotype_caller,split inputs,single step,1,DecisionTreeRegressor(random_state=5),0.17886505,0.17931156,7208.16067392,14.41630143,0.00013480000052368268,"{'criterion': 'mse', 'max_depth': 5}"
2,haplotype_caller,split inputs,single step,1,MLPRegressor(random_state=5),0.07928866,0.07978932,7865.93831577,15.82316669,0.0022466000009444542,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
3,haplotype_caller,split inputs,single step,2,KNeighborsRegressor(),0.34635182,0.34706269,6306.15054348,12.44849344,0.00692170000547776,"{'n_neighbors': 15, 'weights': 'uniform'}"
4,haplotype_caller,split inputs,single step,2,DecisionTreeRegressor(random_state=5),0.22462904,0.22547229,6901.85961666,13.73075993,0.00013870000111637637,"{'criterion': 'mse', 'max_depth': 5}"
5,haplotype_caller,split inputs,single step,2,MLPRegressor(random_state=5),0.11882947,0.11978778,7601.40668466,15.25425286,0.002205700002377853,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,haplotype_caller,split inputs,single step,3,KNeighborsRegressor(),0.39120191,0.39219505,5993.74264493,11.81851031,0.008128900000883732,"{'n_neighbors': 15, 'weights': 'uniform'}"
7,haplotype_caller,split inputs,single step,3,DecisionTreeRegressor(random_state=5),0.31637928,0.31749449,6436.68456932,12.72465969,0.0001464000015403144,"{'criterion': 'mse', 'max_depth': 5}"
8,haplotype_caller,split inputs,single step,3,MLPRegressor(random_state=5),0.24897338,0.25019855,6769.3324371,13.41278271,0.0021604000066872686,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,haplotype_caller,split inputs,single step,4,KNeighborsRegressor(),0.40148017,0.402782,5974.46253623,11.79716419,0.008897100000467617,"{'n_neighbors': 15, 'weights': 'uniform'}"
10,haplotype_caller,split inputs,single step,4,DecisionTreeRegressor(random_state=5),0.36006093,0.36145286,6194.53372446,12.24344478,0.00015220000204863027,"{'criterion': 'mse', 'max_depth': 5}"
11,haplotype_caller,split inputs,single step,4,MLPRegressor(random_state=5),0.25752854,0.25914348,6656.92769439,13.11285235,0.002238100001704879,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,haplotype_caller,split inputs,single step,5,KNeighborsRegressor(),0.38980603,0.39146506,5960.49869565,11.73373237,0.012870200000179466,"{'n_neighbors': 20, 'weights': 'uniform'}"
13,haplotype_caller,split inputs,single step,5,DecisionTreeRegressor(random_state=5),0.37072945,0.37244035,6131.42133303,12.10225844,0.00016269999468931928,"{'criterion': 'mse', 'max_depth': 5}"
14,haplotype_caller,split inputs,single step,5,MLPRegressor(random_state=5),0.30057029,0.30247195,6449.81086249,12.7255984,0.002227699995273724,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,haplotype_caller,split inputs,single step,6,KNeighborsRegressor(),0.38504868,0.38705504,6011.11778261,11.89197586,0.015859299994190224,"{'n_neighbors': 25, 'weights': 'uniform'}"
16,haplotype_caller,split inputs,single step,6,DecisionTreeRegressor(random_state=5),0.37126563,0.37331696,6120.14695439,12.07271143,0.00015889999485807493,"{'criterion': 'mse', 'max_depth': 5}"
17,haplotype_caller,split inputs,single step,6,MLPRegressor(random_state=5),0.27626854,0.27862982,6540.02546916,12.86794458,0.0022012000044924207,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,haplotype_caller,split inputs,single step,7,KNeighborsRegressor(),0.39075597,0.39307501,5991.81986413,11.82598491,0.016012500003853347,"{'n_neighbors': 20, 'weights': 'uniform'}"
19,haplotype_caller,split inputs,single step,7,DecisionTreeRegressor(random_state=5),0.37092243,0.37331696,6120.14695439,12.07271143,0.0001765000051818788,"{'criterion': 'mse', 'max_depth': 5}"
20,haplotype_caller,split inputs,single step,7,MLPRegressor(random_state=5),0.31480046,0.31740862,6381.73867182,12.54825085,0.002461399999447167,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,haplotype_caller,split inputs,single step,8,KNeighborsRegressor(),0.38274572,0.3854309,6059.3451087,11.98103935,0.013862400002835784,"{'n_neighbors': 15, 'weights': 'uniform'}"
