,dataset,features version,pipeline,pca_n_componenets,name,adjusted_r2,r2,mae,mape,time,params
19,mBackground,prev,single step,7,DecisionTreeRegressor(random_state=5),0.82495405,0.82532968,1002.63705449,62.0030256,0.0002142000012099743,"{'criterion': 'mse', 'max_depth': 5}"
20,mBackground,prev,single step,7,MLPRegressor(random_state=5),0.84683552,0.8471642,1244.86119519,101.97335738,0.005314000001817476,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mBackground,prev,single step,8,KNeighborsRegressor(),0.90486066,0.90509399,706.44784192,21.23281982,0.022412499998608837,"{'n_neighbors': 10, 'weights': 'distance'}"
22,mBackground,prev,single step,8,DecisionTreeRegressor(random_state=5),0.82507334,0.82550234,1000.21057308,59.97923127,0.00026900000011664815,"{'criterion': 'mse', 'max_depth': 5}"
23,mBackground,prev,single step,8,MLPRegressor(random_state=5),0.87010674,0.8704253,1159.61929452,93.97917859,0.005614800000330433,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mBackground,inputs count,single step,1,KNeighborsRegressor(),0.11251498,0.11278705,3884.09559301,904.02730365,0.010653400000592228,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mBackground,inputs count,single step,1,DecisionTreeRegressor(random_state=5),0.1326849,0.13295078,3885.41031492,881.00181897,0.00018909999926108867,"{'criterion': 'mse', 'max_depth': 5}"
2,mBackground,inputs count,single step,1,MLPRegressor(random_state=5),0.02319622,0.02349566,4432.19393179,1006.08812232,0.004597300001478288,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mBackground,inputs count,single step,2,KNeighborsRegressor(),0.79309408,0.79322094,1082.94073438,70.32740089,0.013920299999881536,"{'n_neighbors': 20, 'weights': 'distance'}"
4,mBackground,inputs count,single step,2,DecisionTreeRegressor(random_state=5),0.7537957,0.75394666,1185.34450816,77.93938661,0.00036190000173519365,"{'criterion': 'mse', 'max_depth': 10}"
5,mBackground,inputs count,single step,2,MLPRegressor(random_state=5),0.4248719,0.42522453,2595.54303865,383.12615574,0.004266799998731585,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mBackground,inputs count,single step,3,KNeighborsRegressor(),0.9041243,0.90421247,715.20244323,20.88723021,0.01150920000145561,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mBackground,inputs count,single step,3,DecisionTreeRegressor(random_state=5),0.86680713,0.86692962,853.74060662,29.78265412,0.0003666000011435244,"{'criterion': 'mse', 'max_depth': 10}"
8,mBackground,inputs count,single step,3,MLPRegressor(random_state=5),0.71660167,0.7168623,1632.44613118,124.94284785,0.004798800000571646,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mBackground,inputs count,single step,4,KNeighborsRegressor(),0.9100835,0.91019376,690.15633731,19.52527761,0.012798299998394214,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mBackground,inputs count,single step,4,DecisionTreeRegressor(random_state=5),0.87426267,0.87441685,806.02224947,23.64141519,0.000707800001691794,"{'criterion': 'mse', 'max_depth': 10}"
11,mBackground,inputs count,single step,4,MLPRegressor(random_state=5),0.76254614,0.76283731,1398.00591947,113.17339924,0.004966399999830173,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mBackground,inputs count,single step,5,KNeighborsRegressor(),0.91058159,0.91071865,692.92522209,19.93075921,0.014473100000031991,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mBackground,inputs count,single step,5,DecisionTreeRegressor(random_state=5),0.85028686,0.85051634,860.99991942,23.23851245,0.00036130000080447644,"{'criterion': 'mse', 'max_depth': 10}"
14,mBackground,inputs count,single step,5,MLPRegressor(random_state=5),0.78091692,0.78125273,1500.76759441,127.60235593,0.004958800000167685,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mBackground,inputs count,single step,6,KNeighborsRegressor(),0.9003697,0.90055296,738.77933006,22.43992061,0.018026599998847814,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mBackground,inputs count,single step,6,DecisionTreeRegressor(random_state=5),0.84857316,0.84885169,858.59721952,23.4591543,0.00037089999750605784,"{'criterion': 'mse', 'max_depth': 10}"
17,mBackground,inputs count,single step,6,MLPRegressor(random_state=5),0.825083,0.82540473,1184.71939975,82.67809133,0.005128699998749653,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mBackground,inputs count,single step,7,KNeighborsRegressor(),0.88485662,0.88510371,792.54932548,25.89896649,0.025024099999427563,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mBackground,inputs count,single step,7,DecisionTreeRegressor(random_state=5),0.85290354,0.85321919,856.60364994,23.52744529,0.0003768999995372724,"{'criterion': 'mse', 'max_depth': 10}"
20,mBackground,inputs count,single step,7,MLPRegressor(random_state=5),0.79019749,0.79064771,1444.36608508,154.86957691,0.0049230000004172325,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mBackground,inputs count,single step,8,KNeighborsRegressor(),0.88643246,0.88671098,764.17954571,24.69206093,0.02627750000101514,"{'n_neighbors': 10, 'weights': 'distance'}"
22,mBackground,inputs count,single step,8,DecisionTreeRegressor(random_state=5),0.86255639,0.86289347,819.21249817,27.64033149,0.00034529999902588315,"{'criterion': 'mse', 'max_depth': 10}"
23,mBackground,inputs count,single step,8,MLPRegressor(random_state=5),0.83148895,0.83190222,1300.75040811,104.74298617,0.004981599999155151,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mBackground,split inputs,single step,1,KNeighborsRegressor(),0.11677362,0.11704438,3862.63487588,846.24583229,0.010488800002349308,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mBackground,split inputs,single step,1,DecisionTreeRegressor(random_state=5),0.11534421,0.11561541,3945.3362195,857.36991174,0.00018990000171470456,"{'criterion': 'mse', 'max_depth': 5}"
2,mBackground,split inputs,single step,1,MLPRegressor(random_state=5),0.02323587,0.02353531,4430.54903862,1010.85921882,0.004730099997686921,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mBackground,split inputs,single step,2,KNeighborsRegressor(),0.78132226,0.78145634,1086.03730255,69.21719464,0.011762699999962933,"{'n_neighbors': 15, 'weights': 'distance'}"
4,mBackground,split inputs,single step,2,DecisionTreeRegressor(random_state=5),0.68866833,0.68885921,1291.67637144,85.57961968,0.00045870000030845404,"{'criterion': 'mae', 'max_depth': 10}"
5,mBackground,split inputs,single step,2,MLPRegressor(random_state=5),0.41645943,0.41681721,2611.94770787,407.52611146,0.0041531999995640945,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mBackground,split inputs,single step,3,KNeighborsRegressor(),0.90294119,0.90303045,720.63786625,21.01953879,0.011618799999268958,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mBackground,split inputs,single step,3,DecisionTreeRegressor(random_state=5),0.85781098,0.85794174,863.79499157,26.57222281,0.00035660000139614567,"{'criterion': 'mse', 'max_depth': 10}"
8,mBackground,split inputs,single step,3,MLPRegressor(random_state=5),0.71567907,0.71594055,1634.13919902,142.00903048,0.004589800002577249,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mBackground,split inputs,single step,4,KNeighborsRegressor(),0.90777885,0.90789194,696.00581752,19.63800987,0.015729900002042996,"{'n_neighbors': 15, 'weights': 'distance'}"
10,mBackground,split inputs,single step,4,DecisionTreeRegressor(random_state=5),0.86796544,0.86812735,836.21382316,25.08929355,0.0003591999993659556,"{'criterion': 'mse', 'max_depth': 10}"
11,mBackground,split inputs,single step,4,MLPRegressor(random_state=5),0.70902668,0.70938348,1581.60534347,124.52708764,0.005045399997470668,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mBackground,split inputs,single step,5,KNeighborsRegressor(),0.90864723,0.90878725,708.26202526,20.01126511,0.014903600000252482,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mBackground,split inputs,single step,5,DecisionTreeRegressor(random_state=5),0.86591162,0.86611715,799.1762182,18.8020208,0.00048289999904227443,"{'criterion': 'mae', 'max_depth': 10}"
14,mBackground,split inputs,single step,5,MLPRegressor(random_state=5),0.78761263,0.78793817,1359.44008495,121.95214261,0.005186200000025565,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mBackground,split inputs,single step,6,KNeighborsRegressor(),0.89886833,0.89905435,740.14647481,21.87508815,0.018566499998996733,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mBackground,split inputs,single step,6,DecisionTreeRegressor(random_state=5),0.8614557,0.86171054,852.52704823,25.26280298,0.00037960000190651044,"{'criterion': 'mse', 'max_depth': 10}"
17,mBackground,split inputs,single step,6,MLPRegressor(random_state=5),0.82885074,0.82916555,1155.2188461,79.20856964,0.0049490000019432046,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mBackground,split inputs,single step,7,KNeighborsRegressor(),0.88239093,0.88264331,787.87539233,24.48687028,0.023807399997167522,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mBackground,split inputs,single step,7,DecisionTreeRegressor(random_state=5),0.84681364,0.84714236,887.88458005,26.62659719,0.0003794999975070823,"{'criterion': 'mse', 'max_depth': 10}"
20,mBackground,split inputs,single step,7,MLPRegressor(random_state=5),0.78591925,0.78637865,1307.01205303,101.1164465,0.004735300000902498,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mBackground,split inputs,single step,8,KNeighborsRegressor(),0.88309886,0.88338556,793.01422548,25.58268596,0.027336499999364605,"{'n_neighbors': 10, 'weights': 'distance'}"
22,mBackground,split inputs,single step,8,DecisionTreeRegressor(random_state=5),0.86329918,0.86363444,848.51479225,25.96069708,0.0004580999993777368,"{'criterion': 'mse', 'max_depth': 10}"
23,mBackground,split inputs,single step,8,MLPRegressor(random_state=5),0.84300766,0.84339268,1291.39503312,109.66174645,0.005215199998929165,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mBackground,inputs count + split args,single step,1,KNeighborsRegressor(),0.1190167,0.11928677,3851.56818878,888.01167224,0.010455399999045767,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mBackground,inputs count + split args,single step,1,DecisionTreeRegressor(random_state=5),0.11736335,0.11763393,3918.58202915,898.91557924,0.0001857999995991122,"{'criterion': 'mse', 'max_depth': 5}"
2,mBackground,inputs count + split args,single step,1,MLPRegressor(random_state=5),0.02305935,0.02335884,4424.35042865,1016.15496551,0.004519900001469068,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mBackground,inputs count + split args,single step,2,KNeighborsRegressor(),0.81719801,0.81732848,1037.47178208,68.47002554,0.013954599999124184,"{'n_neighbors': 20, 'weights': 'distance'}"
4,mBackground,inputs count + split args,single step,2,DecisionTreeRegressor(random_state=5),0.74718134,0.74735474,1116.88478439,73.7058637,0.0003633999986050185,"{'criterion': 'mse', 'max_depth': 10}"
5,mBackground,inputs count + split args,single step,2,MLPRegressor(random_state=5),0.42973837,0.4301064,2497.56105394,374.4558496,0.004098299999895971,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mBackground,inputs count + split args,single step,3,KNeighborsRegressor(),0.91783586,0.91793902,728.31832496,23.49793614,0.012200400000438094,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mBackground,inputs count + split args,single step,3,DecisionTreeRegressor(random_state=5),0.84575714,0.84592659,885.42366675,33.02153371,0.00035600000046542846,"{'criterion': 'mse', 'max_depth': 10}"
8,mBackground,inputs count + split args,single step,3,MLPRegressor(random_state=5),0.73529997,0.735571,1588.25306456,130.45273271,0.004867000003287103,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mBackground,inputs count + split args,single step,4,KNeighborsRegressor(),0.92684767,0.92697416,690.66730307,20.67506171,0.016462600000522798,"{'n_neighbors': 15, 'weights': 'distance'}"
10,mBackground,inputs count + split args,single step,4,DecisionTreeRegressor(random_state=5),0.85983842,0.86004707,858.68429829,27.08454803,0.00036160000308882445,"{'criterion': 'mse', 'max_depth': 10}"
11,mBackground,inputs count + split args,single step,4,MLPRegressor(random_state=5),0.77793045,0.77823955,1372.40220138,113.69035317,0.004985800002032192,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mBackground,inputs count + split args,single step,5,KNeighborsRegressor(),0.91685663,0.91703006,722.85030232,21.93030502,0.01667040000029374,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mBackground,inputs count + split args,single step,5,DecisionTreeRegressor(random_state=5),0.87401518,0.87425428,817.09257313,25.45600708,0.0003580999982659705,"{'criterion': 'mse', 'max_depth': 10}"
14,mBackground,inputs count + split args,single step,5,MLPRegressor(random_state=5),0.84830808,0.84858658,1277.87534346,108.44001815,0.0051424000012048054,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mBackground,inputs count + split args,single step,6,KNeighborsRegressor(),0.88438723,0.88465506,823.03087018,27.78944216,0.018186299999797484,"{'n_neighbors': 5, 'weights': 'distance'}"
16,mBackground,inputs count + split args,single step,6,DecisionTreeRegressor(random_state=5),0.88446412,0.88473181,814.29259191,25.95441154,0.0004985000014130492,"{'criterion': 'mse', 'max_depth': 10}"
17,mBackground,inputs count + split args,single step,6,MLPRegressor(random_state=5),0.85134464,0.85167326,1120.8878767,79.37994126,0.004827699998713797,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mBackground,inputs count + split args,single step,7,KNeighborsRegressor(),0.82115807,0.82160623,1029.41469356,54.87453071,0.02586959999825922,"{'n_neighbors': 5, 'weights': 'distance'}"
19,mBackground,inputs count + split args,single step,7,DecisionTreeRegressor(random_state=5),0.87973304,0.88005551,822.38362238,25.72798141,0.00038919999860809185,"{'criterion': 'mse', 'max_depth': 10}"
20,mBackground,inputs count + split args,single step,7,MLPRegressor(random_state=5),0.79458702,0.7950922,1382.84855502,154.11770889,0.004727100000309292,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mBackground,inputs count + split args,single step,8,KNeighborsRegressor(),0.77454301,0.77516951,1162.35845298,74.67758644,0.03218469999774243,"{'n_neighbors': 5, 'weights': 'distance'}"
22,mBackground,inputs count + split args,single step,8,DecisionTreeRegressor(random_state=5),0.85641677,0.85684248,870.86270027,28.01958036,0.00038329999733832665,"{'criterion': 'mse', 'max_depth': 10}"
23,mBackground,inputs count + split args,single step,8,MLPRegressor(random_state=5),0.81122671,0.81176325,1374.2649838,125.64531465,0.004680199999711476,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mBackground,split inputs and args,single step,1,KNeighborsRegressor(),0.10686308,0.10713688,3861.8337726,846.20853669,0.011160199999721954,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mBackground,split inputs and args,single step,1,DecisionTreeRegressor(random_state=5),0.10427392,0.10454851,3959.86002173,864.06895819,0.0001899999988381751,"{'criterion': 'mse', 'max_depth': 5}"
2,mBackground,split inputs and args,single step,1,MLPRegressor(random_state=5),0.02340262,0.02370201,4425.62674254,1001.63499487,0.004726499999378575,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mBackground,split inputs and args,single step,2,KNeighborsRegressor(),0.81311401,0.81324699,1104.84832836,73.22785719,0.01394090000030701,"{'n_neighbors': 20, 'weights': 'distance'}"
4,mBackground,split inputs and args,single step,2,DecisionTreeRegressor(random_state=5),0.72031491,0.72050478,1221.38979549,81.38833396,0.0003648999991128221,"{'criterion': 'mse', 'max_depth': 10}"
5,mBackground,split inputs and args,single step,2,MLPRegressor(random_state=5),0.42424651,0.42461791,2659.80909143,431.04317819,0.004413400001794798,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
6,mBackground,split inputs and args,single step,3,KNeighborsRegressor(),0.91920042,0.91930232,761.88198197,23.26519455,0.01276039999720524,"{'n_neighbors': 10, 'weights': 'distance'}"
7,mBackground,split inputs and args,single step,3,DecisionTreeRegressor(random_state=5),0.84078547,0.84095948,942.53875074,29.73209756,0.0003505000022414606,"{'criterion': 'mse', 'max_depth': 10}"
8,mBackground,split inputs and args,single step,3,MLPRegressor(random_state=5),0.68979135,0.69010423,1859.83444419,164.14707716,0.004748600000311853,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
9,mBackground,split inputs and args,single step,4,KNeighborsRegressor(),0.92605389,0.92618135,741.14804015,21.26918342,0.01947930000096676,"{'n_neighbors': 15, 'weights': 'distance'}"
10,mBackground,split inputs and args,single step,4,DecisionTreeRegressor(random_state=5),0.7987756,0.79905914,1175.01974591,77.36131933,0.00020960000256309286,"{'criterion': 'mse', 'max_depth': 5}"
11,mBackground,split inputs and args,single step,4,MLPRegressor(random_state=5),0.77605237,0.77636378,1420.12245279,91.83699351,0.006632000000536209,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mBackground,split inputs and args,single step,5,KNeighborsRegressor(),0.91439537,0.91457257,765.64448083,22.53201466,0.016848600000230363,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mBackground,split inputs and args,single step,5,DecisionTreeRegressor(random_state=5),0.79974579,0.80009872,1170.78744435,75.51561064,0.00022700000045006163,"{'criterion': 'mse', 'max_depth': 5}"
14,mBackground,split inputs and args,single step,5,MLPRegressor(random_state=5),0.79044915,0.79081633,1430.52785782,112.4304811,0.005131300000357442,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mBackground,split inputs and args,single step,6,KNeighborsRegressor(),0.88563614,0.88590168,870.85328245,28.50157536,0.01741010000114329,"{'n_neighbors': 5, 'weights': 'distance'}"
16,mBackground,split inputs and args,single step,6,DecisionTreeRegressor(random_state=5),0.80660499,0.8070159,1158.0134327,75.48166341,0.00024329999723704532,"{'criterion': 'mse', 'max_depth': 5}"
17,mBackground,split inputs and args,single step,6,MLPRegressor(random_state=5),0.8487226,0.84905604,1172.85964337,80.74945702,0.0049772999991546385,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mBackground,split inputs and args,single step,7,KNeighborsRegressor(),0.82476971,0.82521012,1065.85119502,56.77972761,0.02518469999995432,"{'n_neighbors': 5, 'weights': 'distance'}"
19,mBackground,split inputs and args,single step,7,DecisionTreeRegressor(random_state=5),0.80293679,0.80342405,1163.9029209,73.65159952,0.0002415000017208513,"{'criterion': 'mse', 'max_depth': 5}"
20,mBackground,split inputs and args,single step,7,MLPRegressor(random_state=5),0.73455263,0.73518664,1674.97087651,151.73035621,0.004869500000495464,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mBackground,split inputs and args,single step,8,KNeighborsRegressor(),0.79169046,0.79227491,1178.5027842,71.28390136,0.03098150000005262,"{'n_neighbors': 5, 'weights': 'distance'}"
22,mBackground,split inputs and args,single step,8,DecisionTreeRegressor(random_state=5),0.79588916,0.79646332,1170.33705933,73.76042683,0.00023979999969014898,"{'criterion': 'mse', 'max_depth': 5}"
23,mBackground,split inputs and args,single step,8,MLPRegressor(random_state=5),0.73467011,0.7353944,1719.23459952,172.09260035,0.004991699999663979,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProject,prev,single step,1,KNeighborsRegressor(),0.18427152,0.18460902,5319.52152192,27.15802182,0.007386900000710739,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mProject,prev,single step,1,DecisionTreeRegressor(random_state=5),0.20329011,0.20361974,5263.04179269,27.01560546,0.00016220000179600902,"{'criterion': 'mse', 'max_depth': 5}"
2,mProject,prev,single step,1,MLPRegressor(random_state=5),0.02648297,0.02688575,5852.47004359,30.62668044,0.0034940999976242892,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mProject,prev,single step,2,KNeighborsRegressor(),0.31934796,0.31991118,4712.29256288,24.50869244,0.012826100002712337,"{'n_neighbors': 25, 'weights': 'distance'}"
4,mProject,prev,single step,2,DecisionTreeRegressor(random_state=5),0.2184012,0.21904795,5184.76260973,26.60272505,0.00015920000078040175,"{'criterion': 'mse', 'max_depth': 5}"
5,mProject,prev,single step,2,MLPRegressor(random_state=5),0.17580698,0.17648898,5341.93529955,27.54588811,0.002337099998840131,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
6,mProject,prev,single step,3,KNeighborsRegressor(),0.54187928,0.54244791,3833.60127997,19.92158249,0.011924099999305326,"{'n_neighbors': 15, 'weights': 'distance'}"
7,mProject,prev,single step,3,DecisionTreeRegressor(random_state=5),0.4016776,0.40242024,4297.98929193,21.83661628,0.00029680000079679303,"{'criterion': 'mse', 'max_depth': 10}"
8,mProject,prev,single step,3,MLPRegressor(random_state=5),0.27001336,0.27091942,5041.25454777,26.05229799,0.003168200000800425,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
9,mProject,prev,single step,4,KNeighborsRegressor(),0.64863963,0.64922111,3342.89348541,17.45094642,0.011230200001591584,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProject,prev,single step,4,DecisionTreeRegressor(random_state=5),0.45995905,0.46085278,4063.90627737,20.73609389,0.0002907999987655785,"{'criterion': 'mse', 'max_depth': 10}"
11,mProject,prev,single step,4,MLPRegressor(random_state=5),0.36637848,0.36742709,4718.30656959,24.79307245,0.0030374000016308855,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProject,prev,single step,5,KNeighborsRegressor(),0.66186287,0.66256237,3262.32071697,16.99187433,0.012115199999243487,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mProject,prev,single step,5,DecisionTreeRegressor(random_state=5),0.57493591,0.57581523,3615.32112224,18.29962055,0.00042579999717418104,"{'criterion': 'mse', 'max_depth': 10}"
14,mProject,prev,single step,5,MLPRegressor(random_state=5),0.39509831,0.39634966,4521.18918228,23.11280289,0.0046722999977646396,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProject,prev,single step,6,KNeighborsRegressor(),0.68905533,0.68982722,3106.7116061,16.1178929,0.014856999998301035,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProject,prev,single step,6,DecisionTreeRegressor(random_state=5),0.63891988,0.63981623,3302.39334185,16.82420652,0.00031350000062957406,"{'criterion': 'mse', 'max_depth': 10}"
17,mProject,prev,single step,6,MLPRegressor(random_state=5),0.48278021,0.48406416,4218.18105789,21.6216357,0.004668800000217743,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProject,prev,single step,7,KNeighborsRegressor(),0.69555786,0.69643957,3066.57464612,15.89462942,0.015101700002560392,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProject,prev,single step,7,DecisionTreeRegressor(random_state=5),0.59424222,0.59541736,3560.08448878,18.13703087,0.0002975999996124301,"{'criterion': 'mse', 'max_depth': 10}"
20,mProject,prev,single step,7,MLPRegressor(random_state=5),0.50971286,0.5111328,4117.22830177,21.02386187,0.0035929999976360705,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProject,prev,single step,8,KNeighborsRegressor(),0.65724914,0.65838361,3266.2050764,16.80636517,0.017736500001774402,"{'n_neighbors': 10, 'weights': 'distance'}"
22,mProject,prev,single step,8,DecisionTreeRegressor(random_state=5),0.58652916,0.5878977,3550.58223839,18.00592241,0.00029290000020409934,"{'criterion': 'mse', 'max_depth': 10}"
23,mProject,prev,single step,8,MLPRegressor(random_state=5),0.54415861,0.54566739,3976.9858814,20.19339693,0.0036564000001817476,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
0,mProject,inputs count,single step,1,KNeighborsRegressor(),0.17807193,0.17841199,5331.88195203,27.2014685,0.008595899998908862,"{'n_neighbors': 25, 'weights': 'uniform'}"
1,mProject,inputs count,single step,1,DecisionTreeRegressor(random_state=5),0.20773927,0.20806705,5244.56899796,26.93012025,0.00016509999841218814,"{'criterion': 'mse', 'max_depth': 5}"
2,mProject,inputs count,single step,1,MLPRegressor(random_state=5),0.02629933,0.02670218,5852.78120548,30.62819368,0.003187199999956647,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
3,mProject,inputs count,single step,2,KNeighborsRegressor(),0.34254334,0.34317011,4539.25676832,23.59825823,0.012979700000869343,"{'n_neighbors': 25, 'weights': 'distance'}"
4,mProject,inputs count,single step,2,DecisionTreeRegressor(random_state=5),0.27202497,0.2727101,4743.79574866,24.51543055,0.0002750000021478627,"{'criterion': 'mse', 'max_depth': 10}"
5,mProject,inputs count,single step,2,MLPRegressor(random_state=5),0.18348469,0.18424308,5139.92669548,26.49971224,0.002293099998496473,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
6,mProject,inputs count,single step,3,KNeighborsRegressor(),0.58550264,0.58614124,3704.19750633,19.32141227,0.011619099997915328,"{'n_neighbors': 15, 'weights': 'distance'}"
7,mProject,inputs count,single step,3,DecisionTreeRegressor(random_state=5),0.45619883,0.45699792,4101.06354735,21.10663727,0.0002906000008806586,"{'criterion': 'mse', 'max_depth': 10}"
8,mProject,inputs count,single step,3,MLPRegressor(random_state=5),0.28653556,0.28754524,4861.2218793,25.12478277,0.0022976000000198837,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50)}"
9,mProject,inputs count,single step,4,KNeighborsRegressor(),0.70101101,0.70167131,3248.86606911,17.08418395,0.011409800001274562,"{'n_neighbors': 10, 'weights': 'distance'}"
10,mProject,inputs count,single step,4,DecisionTreeRegressor(random_state=5),0.49756856,0.49856555,3915.58645425,20.02732518,0.000289100000372855,"{'criterion': 'mse', 'max_depth': 10}"
11,mProject,inputs count,single step,4,MLPRegressor(random_state=5),0.41466714,0.41580133,4507.67597394,23.7992476,0.003139000000373926,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
12,mProject,inputs count,single step,5,KNeighborsRegressor(),0.64460246,0.64554453,3415.37027284,17.81996309,0.016011000003345544,"{'n_neighbors': 10, 'weights': 'distance'}"
13,mProject,inputs count,single step,5,DecisionTreeRegressor(random_state=5),0.50697237,0.50819916,3837.5252011,19.74840451,0.0003161999993608333,"{'criterion': 'mse', 'max_depth': 10}"
14,mProject,inputs count,single step,5,MLPRegressor(random_state=5),0.42199613,0.42339871,4344.50801638,22.55453435,0.0031415000012202654,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
15,mProject,inputs count,single step,6,KNeighborsRegressor(),0.64879125,0.64991134,3400.3038757,17.74654848,0.017629100002523046,"{'n_neighbors': 10, 'weights': 'distance'}"
16,mProject,inputs count,single step,6,DecisionTreeRegressor(random_state=5),0.51913418,0.52057613,3781.71868626,19.41594666,0.00030649999825982377,"{'criterion': 'mse', 'max_depth': 10}"
17,mProject,inputs count,single step,6,MLPRegressor(random_state=5),0.42729162,0.42896156,4311.68128608,22.32025652,0.0032930999987001996,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
18,mProject,inputs count,single step,7,KNeighborsRegressor(),0.67799598,0.67921816,3259.71793008,17.03108237,0.020020299998577684,"{'n_neighbors': 10, 'weights': 'distance'}"
19,mProject,inputs count,single step,7,DecisionTreeRegressor(random_state=5),0.55454037,0.55612011,3697.20626395,19.05760113,0.0003782999992836267,"{'criterion': 'mse', 'max_depth': 10}"
20,mProject,inputs count,single step,7,MLPRegressor(random_state=5),0.55883301,0.56040031,3932.4042573,20.15672355,0.003586300001188647,"{'activation': 'relu', 'hidden_layer_sizes': (100, 50, 25)}"
21,mProject,inputs count,single step,8,KNeighborsRegressor(),0.69612509,0.69746187,3173.74241479,16.62019449,0.022418599997763522,"{'n_neighbors': 10, 'weights': 'distance'}"
